Arabic_text,ar:manual_sentiment,ar:manual_confidence
يعني ما بحس تابع شغلة من الأول للآخير لأنو بمل ...  ,Negative,1.0
وعلى فكره اللي بدو ينشهر صار يتحجج بفلسطين ,Negative,0.907
أنا عندي الك حل حلو و بترتاحي ,Positive,0.8974000000000001
لك الله يعين هالشعب شو بدو يستحمل ليستحمل ,Positive,0.6012000000000001
لحق حالك قبل فوات الاوان !! ,Positive,0.642
وناكل مع بعض خبز الطين وشاي وقهوة الطين ,Positive,0.7218
صراحة انا متضايقة من هالوضع كتير ,Negative,1.0
شو ممكن يعمل فيه لانو هاد مو بس مجرم هاد رح يكون هو الاجرام بحد ذاتو ,Negative,0.9287000000000001
بدي منك تعلميني كيف اساوي هالشموع الروعة ,Positive,1.0
هادااا ااا لك معناتا مابتعرفنا لسى حبيب يا باطللل ,Negative,0.6581
وانشالله سنة الجاي روح على فيروزة ,Positive,1.0
ممكن يرجعوا لبدايات مشاركاتهم ومواضيعهم ,Neutral,0.6432
ولا الحقباني والصقري ترجى من وراهم خير ,Negative,1.0
والسبب انو شاطرين بالشعارات وبس .. ,Negative,1.0
وبالتالي بيرجع لعندك وانت اللي رح ... ,Neutral,0.597
يعني برايك انو الضرب الو فوائد تربوية مشهود لها في السنة و هناك احاديث تدعمها ... ,Neutral,0.5058
الحكومة ما بيقدروا ياخدو منها بسبب فياض  ,Negative,0.8257
أسوأ ما فيه مش ملاحظ انو عم تعمل اشي غلط ,Negative,1.0
بس لسى ما خلصوا الصور  ,Neutral,0.5089
منين بدو يطعميا ,Negative,0.7252000000000001
اذا عم تسأل بتسمح هالشي لاختك ، ,Negative,0.9006000000000001
و مو مناسب هالموضوع لحدا غير لـ «Off» !!! ,Negative,0.7252000000000001
أنا مستعد كمان ادعو حالي وحضرتي وسيادتي وجنابي للاجتماع .. ,Positive,0.8227
«[8D]» لا وتحرض ميمونا علينا بعد اقول مو حاصلك القدو ,Negative,0.7162000000000001
السائل الضعيف بطير مع الهوا والثخين بنرش على المنظر فبصير الرش محبب .. حبيبات صغيرة هاي الحبيبات على المناظر بتعطي ملمس التشجير .. ,Positive,0.5001
السؤال الاول على طول .. وجاوب بلاش اعذبك على كرسي الكهربا .. خخخ ,Negative,0.5059
ممكن تقلنا كيف اخترعت هالاسم الحلو مثلا ؟؟؟ ,Positive,0.7134
يا شباب التلفزيون العربي السوري ماشي حالو ... ,Positive,0.9053
تخيلوا ماحدكم يطلع بتكسي مدودة مهرهرة . ,Negative,0.7109000000000001
المهم انا موتوني او ئتعوني بس ما حد يسب على اهلي ,Negative,0.7009000000000001
مارأيكم في الرجل الذي يبكي من أجل الحـــب ؟؟ ,Neutral,0.45270000000000005
اه و الله ... شايفة يا نحول شو بتحكي بنت فلسطين  ,Positive,0.40190000000000003
بالنسبة للعربية ما في حدا راضي عنها ,Negative,0.9062
بتصل فيهن بقولولي في عطل بالدارة الدولية ,Negative,0.7485
واوقات دوام طويل لك يا معلق شو بدك بهل الحكي اجباري تجيب هيك سير ,Negative,0.8127000000000001
الجنس اللطيف ممكن يشارك في السباحة ,Positive,0.7003
يلا روح كنس البيت مجاهد «G» مسموح ,Negative,0.631
انا شلون في ناس عم بتتهم القاضي اني هو ما كويس وعم بتطالع مبررات على وحدة خاينة ومجرمة ,Negative,1.0
يلا ابو الياس كفى و وفا بتعليقو بس انا بدي اسأل ,Neutral,0.45880000000000004
وكل ما امنت على حياتها معو وهدا رأيي الشخصي ,Negative,0.5053
بتذكروا معي كان في مسلسل اسمه عفواً لأحمد الزين تبع لك يا أبو العف فينو ,Neutral,0.7279
ال انا رجل اعمال يعني طلعت رقم ٨ ههه لك رجل على البيت مو قادر يؤ يؤ يؤ ال اعمال ال مشكورة لولي  ,Negative,0.4063
أخت هلا بتمنالك التوفيق بالخارج وانشالله ضلي على تواصل مع كل أخوانك بشبابلك ..  ,Positive,0.9238000000000001
على فكرة أنا بعرف كل خفايا المافيا ... ؟  ,Neutral,0.4562
عارف حالي كسول شوي سؤالي الي بعده على طول .. ,Negative,0.7993
اما بنسبه للموضوع هو فكرة اجت في بالي بعد كزبه كبيرة ,Negative,0.4103
اخخخ ياشاام لك بدل هل فضايح ما تلمون سدقوني ما في احلة من الشام بوسخا بشعبا ب عالما بليلا بنهارا الله لا يدوقكون الغربة خصوصا ازا ببلد غربي وأتا بتعرفو شو قيمة زبالة الشاام ,Negative,0.9046000000000001
قال انهم بيستغبو المشاهد كيف للان ماقدر التعلب يمسك الطير ههه ,Negative,0.7098
وريّح حالك مش كل ساعة برأي ، ,Negative,1.0
بتحط جمارك قد حقها يعني بتدفـــع انت وعم تضحك وتلعب خمس ملايين ليرة ,Negative,0.8260000000000001
مرحلة الشباب ويكون فيها الإنسان أشبه بالحصان قوة وشباب وحيوية ,Positive,1.0
ان شاء الله بتحققي كل اللي بتحلمي فيه وبتتمنيه .. ,Positive,1.0
آآآه ذكرتوني بجاري العزيز والله ثم والله اني احاول ارضائة ومش عارف الله يصلح الحال افكر جديا ببيع البيت والبناء مرة اخرى  ,Negative,0.6067
يعني لما ننتقد التجار و الناس يلي بيهربوا من دفع الضريبة ، ,Negative,0.8027000000000001
لاني وئتها بحقد عليه  ,Negative,1.0
يلي معارض صار ما بيفهم يعني ؟ ,Negative,0.8472000000000001
أي و الله معك حق اصلاً ,Positive,0.8078000000000001
له له له ولك مافي ناس بتفكر بالبلديات ,Negative,0.8236
سكتت ... قالها زعلتى ؟؟ ,Negative,0.6033000000000001
أذا الأب الواعي وقت بيسألو أبنو وين كب الزبالة بابا ,Positive,0.399
سواء تم السكن والمولدات موجودة أو قبلها، ,Neutral,0.7974
وما تنامي غير بحضن بابا ,Positive,0.6391
رح نضل سخفاء ما في مجال .. ,Negative,1.0
الي بحكي انا من فتح بغزه بياكل هوا ! ,Negative,0.8052
و رحبو فيك البيت بيتك و نورت بس لا تفكريني ,Positive,0.8113
لووول للصبح فنان اجتماعي انت كل الاحترام ,Positive,0.9028
المشكلة عنا بحارتنا كليومين أو تلاتة بالكتيير ,Negative,0.8988
يعني انا زعلان من البلدية ليسش ما خلووو علم هولندة والله ,Negative,0.9001
تتهني فتاة بالحلو يا حلوة انتِ فراشة كيف المهرجان ليلة أمس ,Positive,1.0
لان الدين لله والوطن للجميع ,Neutral,0.5121
كل هيدا الحكي مش تبرير، بس انو شو بتعتقدوا ردّة فعل طائفة معيّنة ببلد الطوائف على افعال الطوائف الباقية اللي عم تحاول تفرض سيطرتها و نفوذها عالبلد و مش سألانة عن غير نفسها ؟ ,Negative,0.9122
ههه أهلآ خيوه العباءه مرررسي ،يعطيك العافيه بس ما فتح عندي الرابط  ,Positive,0.5849
يعني هما اليهود لو قادرين يشكمونا بايدهم كانو تركو هالاحزاب تشكمنا  ,Negative,0.9081
بس يا جماعة روقو شوي هلق بعرف أنو مو كل البنات هيك ,Positive,0.604
بقا رجاء مابدي بكرة حدا يجي يقلي كيفك انتي او منهاد الحكي ... هم ,Negative,1.0
ولكن المطلوب انو لو عندكن الشجاعة تعملوا المستحيل من مظاهرات وحركة في الشارع العربي واضغطوا على الحكومات ... ,Positive,0.5064000000000001
بس بالاخر انا مقتنعه مليون بالميه انه روح الشخص وطبيعته ومواقفه هي اللي بتجذبك الو ... ,Positive,0.9157000000000001
مش كل شغله لازم تمرء بتمنى من بعض المعلقيين ,Negative,0.6099
من كل اللي بدو يصير لحن الترتيلة ,Neutral,0.5985
اللي بيقرا كتاباتك بعد عناء بسدء انا مجرد شخصيات خيالية ,Negative,0.6479
وكمان بالمناسبة بس بدي سلم على سيدة الأعمال ,Positive,0.7055
ما حدى رح يقبل يتزوجنا بعدين جيبيلك موضوع بيرفع مستوى البنت مو يهز مكانتا قدام الولد ههه ههه ,Negative,0.5501
اى شو هالألفاظ الحلوة ,Positive,0.6108
لما يصفر الحكم وفريقي خسران ,Negative,1.0
و الي حاليا خالي من اي عمل مشرف قامو هم فيه ,Negative,0.56
أيوة ولغاية ما ييجي النصيب الكويس بدها تتحمل حياتها مع حدا بيهينها مثلا أو بيكرهها ,Negative,0.9066000000000001
بس ليش كل هل الفزلكه ,Negative,0.9061
بس المشكلة عندي ياه بالانكليزي ,Negative,0.9008
انا متضايقة لانني دايما متضايقة ,Negative,1.0
و الزلمة يللي حط الاعﻻن ما كان بباله أي شي عن البرازيل ... ,Negative,0.49760000000000004
وفي واحد حامل «الجيتارا» وعم بيلحن على كيفوا ، ,Neutral,0.505
ممكن نتساعد في إقتراحات ووسائل تقنية عملية لبرالوالدين الوافي هذا المعرف مشترك .  ,Positive,0.8023
و الله ما قصصر صدام و بيضل احسن من امريكا يلي ذلت الشعب العراقي بكل مذاهبه ,Positive,0.5508000000000001
و من ناحية السرعة حدث ولا حرج اولا التكسي بيلحق العجقة ,Negative,0.6434000000000001
رجائي من كل الاخوة القراء ان لا يلقو بشيء على الأرض مهما كبر او صغر ,Positive,0.9007000000000001
مع أنو ماكانت تزبط وفي ايميلات لسا هل ياترى بعد مافرمتت انحل شي ,Neutral,0.42310000000000003
وزي ما البنات في منهم نمامات في شباب لسه على اكتر من هيك ,Negative,0.9068
لابدمن تدخل حبيبنا الغالي ابو متعباللهم أصلح بطانة الملكعبدالله، وأرشده للصواب والحق اللهم آمين سبحان الله وبحمده سبحان الله العظيم  ,Positive,1.0
عن جد موضوع كتير كتير كتير مفيد وخاصة لأني عم ادرس فرنسي ..  ,Positive,1.0
شرط يكونو علمانيين ليحبو بعض ؟ ,Negative,0.4979
هو اكبر سوق خلونا نزبط حالنا كعرب وبعدين نطلع لغيرنا شكرا ,Positive,0.8176
يد أبو شهاب قالو ناقص وهو المتل الكامل ,Negative,0.5022
استنوني وخليكون معي  ,Positive,0.40750000000000003
الصراحة هيك صور بيردو الروح ,Positive,1.0
وبرجع بكرر هي ايميلي مكتوب وبتحدى حدا يرد ,Negative,0.6099
وحسب ظننا انها مجانا« فإذا كان لديك غير ذلك فدعنا جميعا» ,Negative,0.5141
لأنه بسبب الدعاء نجحتي ,Positive,0.9136000000000001
بس وين المشكلة لما الأهل عبقولوا للادارة اللحم الكم والعضم النا .. ,Negative,0.5969
فسياسة توزيع الدعم عند الحكومة ، انو وزعو هل الناس على العائلات السورية ,Negative,0.7967000000000001
الله يعينك وتذكر اذا انت فتيتها بمسيار او متعة مرتك شلون بدك تفتي لها ياها ,Negative,0.6023000000000001
او بدك تعيشي طول حياتك متحملتيها ... ,Negative,0.8209000000000001
و لتزهر ازهار الياسمين و الفل و النرجس ، ,Positive,0.905
بدك الصراحة انا هلا وقت بكون عم اقطع الشارع وبلاقي الشوفير وقف وقلي تفضلي بستغرب ,Negative,0.37470000000000003
ما بعرف كيف المنتصر والواثق من نفسه بكون مجلوط، شو هالتجليط ياعمي، وأنا بشكرك كتير على اعترافك بحقيقة وجودك بهالمنتدى متل قول الإمام علي ع «حقيقة المرء في فلتات لسانه» ,Negative,0.5021
والله زعلت عليه ,Negative,0.8157000000000001
يالله خليها تبين معو و خليه يوزع كاتو مرتين معلش منشان تعبك ما يروح ,Positive,0.6970000000000001
كل شي ارتفع ثمنه بارتفاع المادة ,Negative,0.8983000000000001
قال يعني بيفهمو بالخدم قال ، .. انطمو . ,Negative,0.9089
يعني على كم من ساعة ما رح يقصرو وما رح يحسبوها على حالن ,Negative,0.5939
بس نحن بدنا نسمع طرفتك بألبداية ويلي صارت معك ... ؟؟ !!! ,Positive,0.5072
انتو بس خلو النية موجودة ومو مشكلة ,Positive,0.7024
ممكن الي بيشتغلوا في موضوع الحسد هما الي بيفكرو هيك ,Negative,0.8012
طيب ماحس جارك انو صار في انفجار او شي انكسر . ,Neutral,0.7049000000000001
للخلف ؟؟؟ أما واحد رايق احنا بنمشي ساعة للأمام وبندوخ ههه لله في خلقه شؤوون سرني المرور هنا تحية شمس  ,Negative,0.4078
في حكمة من أنو عقولنا وتفكيرنا فوق براسنا ما هيكي !! ,Negative,0.44
جربوها وبلكي منطلع بنظرية عربية بعيدة عن القرود تؤكد ,Negative,0.5016
صورني بسرعه ٧٠ وأكلت مخالفه ، ,Negative,0.8139000000000001
بس عالقليلة لما بتسمع أنو في شي متل هيك بالـ «Firefox» ,Negative,0.3806
و اذا عندكم كمان مواقع يا ريت تفيدونا و خصوصا لتنزيل الأغاني الأجنبية  ,Neutral,0.6298
بدك تجرب ما وطريقة جيدة لتقليل النساء آخ منك لك شو بدي قلك مابعرف لك الله لا يعطي شيطانك عافية  ,Negative,0.4194
لازم ياخد المخالفة و هو خرسان مو هيك ؟؟ ,Negative,1.0
،مدري كيف هيك قلبن يتسع لالف بنت،بقى ,Negative,0.8276
المشكله الناس مابتخلص من كلامون ,Negative,1.0
مو طايقون وهي حدود بلادون المزعومة ,Negative,0.8987
مو الحق عليهم الحق على امراء عروش الحرير الي باعوا بلدهم وكرامتهم لاميركا ,Negative,1.0
بكل الأحوال الحجاب لا يعني الأخلاق، ,Neutral,0.3981
و بحسو انو هني قريبين من حدا و الغول ما بقدر يجي عندهم ههه ,Negative,0.46390000000000003
ههه تسسسلم يا عريس و ربي يقويك يا احلا أخ بل عالم ,Positive,0.9236000000000001
الحمد لله الثقة موجوده ,Positive,0.907
يعني مو انو ماحدا بيعرفهم بيتصرفو متل مابدهم ,Negative,0.8037000000000001
بتمنا ما اكون طولت عليكي ,Positive,0.5949
بس متل ماقالو الردود الباقية ممكن كل مرة تتطلع فيها بالمراية ,Negative,0.5081
و صدقيني هم هايفرحوا بردو لما ييجوا و يشوفوكي مبسوطة ,Positive,1.0
كتير زعلت ,Negative,0.9162
بس انت مو واعي للحل اللي هو ... ,Negative,0.5938
مشكورة بنت بلدي على هالإضافة عنجد مناح وبيفيدوا كتير يالله شو ماصار معنا زيادة بنحط هون خلي لغتنا الحبيبة تنتشر ,Positive,1.0
معلوماتا خسرناها هالأيام أين أنت عنا .. ؟  ,Negative,0.6106
بتمنا تقبلوني عضوه جديده ودا ائمه وانا ما راح اشارك باي موضوع الا ادا رحبتوا فيي ,Positive,0.799
وحتى انو مستعدين يدفعوا حياتهم مشان هالشي متل ماعمل بروس أخر الفليم ,Negative,0.4138
ووقت بدهن يمدوو انبيب تحت شي سرير ,Negative,0.6367
الحمدلله عالسلامة اخونا العزيز خلدون حدا بيترك شهر العسل وبيجي عالبصل بس عنجد خلدون الك وحشة بالمنتدى كلياتنا اشتقنالك ومبروووك الف مبروك والله يهنيك  ,Positive,1.0
ومو معقول شوفها بشي محل وما سلم عليها .. ,Positive,0.5514
و و و والقصة تكررت في ستين مسلسل ,Negative,0.9069
صديقي الصغير متل ما بحب ناديلك وانت بتعترض ... ,Positive,0.3951
اخ شو بدنانحكي نحن البنات،انا براي توقف بالطريق ,Negative,0.707
وما عم يضربوهم الا ليتعلموا يعني في طلاب قليلين حيا ما بيجو الا بالضرب ,Negative,0.5769000000000001
كمان لانو كبر و تغذى من ماء بلادي ,Positive,0.8026000000000001
فوق حقو دقو ,Negative,0.707
بس أنت واحد محشش !!! ,Negative,0.8964000000000001
تقبلي العزيمة دغري طقي ياها مالك مضطر تحكي مع فلانة ,Negative,0.5432
لأن اني كنت رايحة اودي ليه كريستالات يركبهم ! ,Neutral,0.7238
هالحالة بس بتصيب المخرجين ؟ شو مشان المخرجات ؟  ,Neutral,0.4622
بكتب التاريخ هالشي موجود و إذا أنت ما بتقرا تاريخ منيح هاي شغلتك يا حبيب .. ,Negative,0.7996000000000001
أهلا و سهلا فيكي و صدر البيت شبابلك الك و العتبة النا و نتمنى أن تفيدي و تستفيدي أخوك محمود  ,Positive,1.0
ما بتستحي بركدن أختك فاتت و قرت هالكلام اللي انته كاتبو ؟؟؟ ,Negative,0.9042
هاد الحكي مافي مصلحة إلا للتاجر وبس وهي طريقة جديدة ومبتكرة ,Negative,0.6003000000000001
أول شي هلّول انا ساكن مو بالشام انا ساكن بنص الشام و بحياتي ما سمعت هلأصّة ؟؟ ,Neutral,0.5313
يعني شغل دعم على كيف الكيف فتامينات غير شكل و روح ,Positive,0.41390000000000005
بس بعتقد انو الاموات بيحسوا فينا وشو عم يصير معنا ,Positive,0.3517
و اضافة وصمة على جبينهم ليعرفهم كل من يقتربون منه ,Negative,0.9058
و هي مني احلى هدية قالب كاتو علية شمع  ,Positive,0.7982
صار معدل ٢ صوت تقريباً لكل ٤ دقائق ,Neutral,0.9133
انتبهوا لاتنافسونا ,Positive,0.371
ولكن الدولة السوريية دولة دينيية جدآ جدآ ... إذن ... ,Neutral,0.5069
يا عمي يا أبو الفوددد والله شي مرتببب عن جد الله يعطيك ألف عافية ,Positive,1.0
أولا السكر كان خام يعني قبل المعالجة بقا لاتخاف مارح تاكلو وانت هاد يلي أكل همو أرجو محاسبة مهندسين الامان وكل من له علاقة كما أرجو عدم اهمال اي نوع من انواع الامان وعدم الاستهتار ,Negative,0.41240000000000004
بس الظاهر انو زوجك عندو وقت فراغ الله يعينك يااختي ,Positive,0.4068
بحط العقل بالكف ,Positive,0.3919
لانو هذي احصائيات والنتائج عبارة عن الاغلبية مش الاجماع ,Neutral,0.5047
هالناس بفكرة يمكن او مو يمكن اكيد مالح يلحقو يشوفوها ,Negative,0.4908
وكمان أنو تغيري نظام الحماية بالطريقة الي قالولك عنها الشباب، شغلة كثير مهمة . ,Positive,0.803
لدرجه أنو صارو عم يتمسخرو عليي ,Negative,0.9083
وانشاءالله بتضل محبوب من الجميع ، ,Positive,1.0
من تحت فراشك أطلعلك من بين سنانك ,Negative,0.5092
وانا بشوف القسمة والنصيب ما لها اي علاقة بالزواج التقليدي ,Negative,0.3725
اساء التقدير بالكلمة ؟ ولا كيف !! ,Negative,0.7263000000000001
سويتاية .. ,Neutral,0.6545000000000001
هيك عالم ، بتعرف تلعبها ع الحبل اللي بدها اياهـ ,Negative,0.905
صحي واع و ويع .. بس والله ضحكة ولد أول ما بتفيق بتسوى الدنيا .. ,Positive,1.0
أخي كميل كثير بشكرك على هل كلام الحلو ,Positive,1.0
والله لازم نغار نحن .. ,Negative,0.6993
فكرة بتجنن يا بلبل ... ,Positive,1.0
شريييرة سوووس هيك بتخلي عمو اسامة الشرير يشمت فينااا ,Negative,0.6125
او جورية يعني هدول من أغنياء المنتدى عنا ,Positive,0.4994
وإن شاء الله بنشوفك دائماً هيك مشاغبة بيننا .. ,Positive,0.8995000000000001
والحمد لله انو شفتو قبل ما الله ياخد أمانتو ونفس الكلام بنطبق على ملعب الحمدانية ,Positive,0.6037
لا تنسى تاكل ملوخية كل يوم سلام ,Positive,0.5078
بدل ما ندعيلهم بنطلع نكت والله عيب ,Negative,0.9082
يلا مو مشكلة منروح أنا وياك وأكيد رح نرجع نخبرهن شوا صار ,Positive,0.7982
ههه في منو هالكلام بس كمان كل من الرجل والمرأة اله ميزاتو وخصائصو يعني في مقاييس لجمال كل من الرجل والمرأة يسلمو  ,Positive,0.5119
شكرا الحقيقة ملف قوي جدا ولو تقدم السنة كان طحش اكل وما حدا كان زعل من الفيفا ... ,Positive,0.7655000000000001
اذا كان الرجل حباب وعاقل ولطيف وووكتير صفات ما بتتصوريها ,Positive,0.9021
شاعر الأحاسيس ..  ,Positive,0.5962000000000001
تركتون كلون ورحت عالمتجوزة مشان تخرب يا بيتا يا بيتك ,Negative,0.9037000000000001
وهو سعيد بالكلب وخبر زوجتة بأمر الكلب ,Positive,0.6005
اما الممثلين فكلن عالعين والراس وتعبوا بتادية ادوارهن ، ,Positive,1.0
منورة انتِ وماجدة والكل النور نوركِ يا حبيبتي ,Positive,0.8307
كدا هبل و غباء كدا تمام آآآمين دمت ,Negative,0.903
شي بيبكي والله ... ,Negative,1.0
كل عام وأنت بألف خير فوز والسنة الجاية ,Positive,1.0
و يأكل و يشرب على طريقته . و لبس على طريقته . ,Neutral,0.6394000000000001
الله يبعد عنك وعن القارئين المرض .. يارب ... ,Positive,0.9081
بعدين هاد اسمو اسراااف والله سبحانه بدو يحرم كل شخص مسرف من النعم ,Negative,0.907
يعني اربع اطفال كمان شو ذنبون يعيشو باسره مفككه ,Negative,0.9043
الى من قتل سميح المدهون الى هولاء القتلى ,Negative,1.0
نهى القران عن الرمي بالنفس الى التهلكة .. ,Neutral,0.5103
ولا اي سناء الغالية يلي على طول خاطفى الكباية تاعي من راس الماعون ,Positive,0.4544
الشخصية الي تناولتها الحمامة بخاطرتها هي الزوجة الي بيتمناها اي رجل ,Positive,0.8294
وهني مفكرين انو هالشي فخر إلن ... ,Negative,0.8001
ما شاء الله كل واحد محسبلك حالو افلاطون وبيتفهمن عليك بل القوانين الي الا طعمة ويلي مالا ,Negative,0.9082
أولا بحب أشكر ادارة المنتدى على هاللمة الحلوة كتير واللي فرحنا فيها كتير ... ,Positive,1.0
يعني اللي بدي ارتبط فيه معناها راح افداه بعيوني ,Positive,1.0
ياستي بما انو نحنا صار بينا عزايم قبل ما نتعارف هون ...  ,Positive,0.7986000000000001
لا حدا يتمسخر يا شباب هاد سبب من اسباب الفقر ,Negative,0.6940000000000001
وفيك خير طبقها واني باطبقها بعدك .. بس على كل حال مشكوريمكن تعبت وانت تكتب ,Positive,0.9096000000000001
وكان مطلوب لكن هلا انا حاسه انو ما راح يصير كنت فاكره الموضوع سهل كتيررر ,Negative,0.8240000000000001
حسابك بمقر العصابة ... ,Negative,0.7011000000000001
نحنا بس منلحق اخبار العالم . ,Negative,0.6289
بالنسبة لتصفح المواقع الاباحية سيكون طبعا مغلقا ,Neutral,0.461
حرام إنت شو ذنبك بهالبهدلة كلها ؟؟؟ ,Negative,0.8029000000000001
وهو نادم على هالشيء ورجع لصوابه واللي سار له مو قليل ,Negative,0.509
وان شالله بتعجبك طلتنا .. متل ما عجبتنا طلتك ..  ,Positive,0.9027000000000001
والله أنا بموت بالقراية ,Positive,0.9033
اكيد دمار وانا كمان بتمنى هادي الشغله بس الناس صارت بعيد عنك لا دين ولا ضمير كمان في هادي الايام  ,Negative,0.9164
معاملة كويسة بس عنا ولـــي كتر خير الله ,Positive,0.6312
المرأة الناجحة تجعل بيتها قطعة من الجنة ,Positive,1.0
فالله يسترنا من الشقاوة .. ,Positive,0.5944
ونفس هالشغلة المزعجة عانيت منها ، ,Negative,0.9157000000000001
و وقتها ما عبرتها لا أنا ولا مضيفين الطيران السوري يلي يمكن ما عرفوها، ,Negative,0.8206
له يابنتي ليش هيك عم تحكي هاد فوق ماخاطرت بحياتي وكشفت الاوراق .. ,Negative,0.7015
بيوقع بيئلبا يا تعتيرو حفرتنا صارت احلا من الجنه شركات الدنيه عملتلا رنه ,Positive,0.5013000000000001
وحتى لو كان مشوه وفيه مليووون عيب هاد بيضل انسان ,Positive,0.5912000000000001
والله يا جمول اذا بحب شخص وما بحبني ما بروح اعترفلو حتى ,Negative,0.709
ومافي حدا بالعالم معصوم من الخطأ ايا يكون ,Positive,0.5097
لأنك رح تكبي الزبالة بهالكيس ,Neutral,0.457
شايف الممرضة طالعت حقها بهل الضربة مع بخشيش ,Neutral,0.543
ليتنى اعيش فى مكان لا تنقطع عنه الثلوج ... ,Positive,0.6054
غيرو ومات ومابدنا نكسر يمينوا حرام الزلمة ميت ,Negative,0.6952
أكتشفت جوره تانيه بشارع تاني ,Positive,0.5332
كل سقالات العالم هيك بيركبوها ، ,Neutral,0.496
وعقبال ما نلاقيك بيت ديفيندر توتال سيكيوريتي ٢٠٠٨ الهي .. ,Positive,0.6004
وانشالله منشوفك فاتحة صيدلية كبيرة بحارتنا يا جارة الوادي ,Positive,0.908
بس ماتصير أسوأ من هيك ...  ,Negative,0.8037000000000001
بجوز في بنات بيستثقلوها بالاول ,Negative,0.4514
وهوي عم يلف الدوار وصرخت فيه هداك الصوت ابو جانتي قام فات بالنص ... ,Negative,0.6439
لا تحاولي انك تسامحيه ما رح تقدري .. ,Negative,1.0
معناتو انت عضو خفي يعني من اهل الدار .. ,Positive,0.4902
المهم هو عدم التسبب في المشاكل الطائفية ,Positive,0.7083
وبيقرا الكف و الفنجان ,Neutral,0.5881000000000001
بس المهم يوصل كيف وليش مابعرف المهمة يوصل يتبع ,Positive,0.5009
و بالمقابل حلوا عنـــا و تركو الحجاب وكل حدا يصطفل بهدايتو ,Negative,0.8473
اما بالنسبة للطالبة بنقدر نعتبر الموضوع مجرد خلافات بين الطلاب ,Negative,0.5059
بس صار غير ايام زمان صار بهل وقت نادر وين تلاقي الشرف ولاحدا ينط ,Negative,0.9102
المهم يلي بعرفو إنو ممكن إدراجو تحت بند مسلسل مكسيكي .. ,Negative,0.4615
مبروووك للحلوين وعبال الشهادة الكبيرة ,Positive,1.0
وما فكر لو واحد تاني عطاه هيك كلمة شو ح يكون شعوره ... ,Negative,0.655
وفعلا استفدت بهالموضوع جدا ,Positive,1.0
و الله صار لي كم سنة عبدور على بنت عندها اخلاق و تحبني ,Positive,0.5502
وهلأ انا ماكنت غايبة عنكم كل يوم عم ادخل للمنتدى و اطمن عنكن ,Positive,0.8179000000000001
بس عنا ماخدينها شطاره مين بقدر يتئص على اكبر عدد ممكن على بنات ,Negative,0.9011
ياااه يا انجل شو كلماتك حلوه وعباراتك رائعه يعني شي ما بيترك للواحد يعلق الا انو يحكي يسلم قلمك وايديكي  ,Positive,1.0
فاصبح البعض يتهم الاخرين بانهم يتبرؤون من سوريته و من اصله . ,Negative,1.0
انظر ماذا حصل عندما صارحها بانها مدمنه كميوتر ,Negative,0.6957
صغيرة السن كبيرة العقل و الفكر أحسنتى ... ,Positive,0.9168000000000001
شو وين قاعدين لعمى اخي طفو التلفزيون عم تتفرجو كتير انتووعلى التلفزيون ,Negative,0.9057000000000001
مع اني ما لقيت الهلال من بيتنا ؟ ,Negative,0.5071
وعليكم السلام ورحمة الله وبركاته اهلين وسهلين  ,Positive,1.0
حشاش عم يقسم راتبه اول الشهر وعم يقول ٥٠ للاكل ٥٠ للكهرباء ١٠٠ اجار البيت ٥٠ للحشيش، ,Neutral,0.3755
فبدل ما نواجه بعضنا بالحقيقه حتى نصحح اخطائنا ,Positive,0.455
وفنجان شاي وما بعرف شو ,Neutral,0.4546
لاني هيك بفهم ديني نحنا دين عبادة وعمل مو بس ندور على الثغرات ,Positive,0.49870000000000003
احنابنستاهل بنستاهل اكتر من هيك ,Negative,1.0
يضايقني جداا مايكتب من مبالغة ليس لها اي اساس والواقع يقول غير هاذا . ,Negative,0.9092
و كيف ممكن تسعد امرأة و تحصل على السعادة مع امرأة . ,Positive,0.5988
لازم ما نسمحلهم يفوزو علينا وما نخلي مجهودنا وتعبنا يروح عالفاضي ,Positive,0.6942
بستثناء اني راح ابرر سبب هذا الابتعاد ,Neutral,0.45780000000000004
و بأم الرور ,Neutral,0.7007
كيف الجميه هنا انشاءالله الى كل يكون تمام تسلم المشاغب المشاغب ,Positive,0.6498
الله يرحم الحـــال ..  ,Negative,0.6957
نتيجة لقصص ومقالات قديمة كتير كنت أقرأها ,Positive,0.5133
بكفي ولما تصير فيها خلفه من كتر المواضيع راح تفقد  ,Negative,0.8243
عمل العالم الإقليمي المجاور للبنان كلّو متواطيء «:o» ,Negative,1.0
مرحبا ولك يقبرني الحلوة يا قشطة انا مرتي بدي ياها تكون احلى من هاي لسى خخخ ,Positive,0.9013
بس لا تلعبي كتير مشان ماتكسري شبابيك الجيران ,Negative,0.5073
ارجو من النساء الا عم يطلبوا القيصرية طلب اقول لهم كفى جهلا ,Negative,0.8172
والله الحمد لله انا ما بعمل اشي غلط  ,Positive,0.812
الأنسانية لا تقف ضمن دائرة الحدود والجغرافية ... ,Positive,0.6355000000000001
الصين من دول العالم الثالث بس سوريا من دول العالم الف فليش المقارنة خلي المقارنة مع الصومال ااو جيبوتي يعني اشوق ,Negative,1.0
ان شالله يكون رب العالمين رح يعوضك خير هالمرة ، ,Positive,0.9167000000000001
أنا حملتهم و بس ما قدرت اكمل سماعهم  ,Negative,0.5023
